,IP,ASN
821226,216.99.56.0,295CA-TOR-ASN - FIBERNETICS CORPORATION
821235,216.99.87.0,DOW - The Dow Chemical Company
821245,216.99.127.0,ATMC - Atlantic Telephone Membership Corp.
821248,216.99.160.0,"URBN - Urban Communications, Inc."
821263,216.99.191.0,CONSTELLATION-ENERGY - Exelon Corporation
821267,216.99.200.0,WELDEDTUBE - Welded Tube of Canada Corp.
821268,216.99.201.0,CAMPAIGNMONITOR-AS-GLOBAL CAMPAIGN MONITOR PTY LTD
821270,216.99.203.0,JELECOS-AS-01 - Jelecos LLC
821271,216.99.204.0,CAMPAIGNMONITOR-AS-SY3 CAMPAIGN MONITOR PTY LTD
821276,216.99.209.0,UATC - UATC LLC
821277,216.99.210.0,VENDORSAFE-TECHNOLOGIES - Netsurion LLC
821279,216.99.212.0,EXEGY - Exegy Incorporated
821281,216.99.216.0,"EPIC-HOSTING - Epic Hosting, LLC"
821284,216.99.220.0,I-PAYOUT - International Payout Systems Inc
821285,216.99.221.0,FIBERNET-DIRECT - Fibernet Direct
821286,216.99.222.0,CLOSEBROTHERS-AS
821287,216.99.223.0,"ASP-MAIN - Aspirus, Inc."
821295,216.100.93.0,SAUSD - Santa Ana Unified School District
821297,216.100.95.0,OCDE - Orange County Department of Education
821299,216.100.200.0,"SCSD-AS - Superior Court of California, County of San Diego"
821303,216.101.17.0,THERAVANCE - Advanced Medicine Inc
821305,216.101.115.0,"GOLDEN-STATE-OVERNIGHT-DELIVERY-SERVICE-INC - Golden State Overnight Delivery Service, Inc."
821312,216.102.80.0,SCOE - Sonoma County Office of Education
821314,216.103.0.0,SDCWA-ORG - San Diego County Water Authority
821316,216.103.100.0,CCSF - San Francisco Department of Telecommunications and Information Services
821318,216.103.127.0,"AS-25993 - AT&T Labs, Inc."
821326,216.103.157.0,3330-TMMC - Torrance Memorial Medical Center
821330,216.104.17.0,AS-TRENDMICRO-COM - TREND MICRO INCORPORATED
821338,216.104.80.0,BCBS-AL - Blue Cross and Blue Shield of Alabama
821342,216.104.157.0,"GABN - Georgia Business Net, Inc"
821347,216.104.164.0,TIERRANET - TierraNet Inc.
821355,216.104.199.0,UTANDE
821359,216.104.203.0,GR1
821363,216.104.207.0,AFRICAONLINE-UG Africa Online Uganda
821365,216.104.209.0,ADOBE-NET - Adobe Systems Inc.
821370,216.104.219.0,OMNITURE - Adobe Systems Inc.
821374,216.104.233.0,BNH-ASN - BlackHawk
821378,216.104.244.0,EVERNOTE-US - Evernote Corporation.
821385,216.105.47.0,"MYSERVER-DOT-ORG - MyServer.org, Inc."
821387,216.105.49.0,"ASN-GRID4-GATEWAYS - Grid4 Communications, Inc"
821403,216.105.79.0,CANBYTELEPHONEASSOCIATION - Canby Telephone Association
821419,216.105.95.0,"COLOSSEUM-ONL - Colosseum Online, Inc."
821440,216.105.147.0,"IMMEDION - Immedion, LLC"
821452,216.105.159.0,DFJBINC - GLOBALVISION
821458,216.105.171.0,USDEDICATED - US Dedicated
821459,216.105.172.0,ISCGROUP - Integration Station
821460,216.105.176.0,"PTN-AS1 - Plant TiftNet, Inc"
821461,216.105.192.0,AVH - Androscoggin Valley Hospital
821462,216.105.208.0,WCTC - Solarus
821468,216.105.238.0,CITY-OF-BUFFALO - City of Buffalo
821474,216.105.245.0,"T2-JC-CFE - ThinkTech, Inc"
821481,216.105.254.0,"T2-CT-CN - ThinkTech, Inc"
821492,216.106.76.0,SOCKET - Socket Internet Services Corporation
821502,216.106.107.0,S-I-S - Storm Internet Services
821513,216.106.126.0,DIGITAL-AGENT - Digital Agent
821516,216.106.132.0,"FIBERTECH-NETWORKS-AS-ROC-NY-US - Fibertech Networks, LLC"
821530,216.106.156.0,"ELAUWIT-NET - Elauwit, LLC"
821534,216.106.160.0,UNISKY-MIA - Jacobi International Inc.
821535,216.106.176.0,"STS-TELECOM-AS-1 - Earthlink, Inc."
821591,216.107.38.0,"AS-GTT-4436 - nLayer Communications, Inc."
821625,216.107.152.218,"NEXEON - Nexeon Technologies, Inc."
821627,216.107.160.0,"CONXXUS - Conxxus, LLC"
821628,216.107.176.0,"SENTCO - Sentco.net, LLC"
821641,216.107.198.232,OXNET - Oxford Networks
821800,216.107.239.32,SEGNET - SEG Network Technologies
821828,216.108.160.0,GOVERNMENT-OF-THE-NORTHWEST-TERRITORIES - Government of the Northwest Territories
821850,216.108.219.0,MEDIACOM-ENTERPRISE-BUSINESS - Mediacom Communications Corp
821867,216.108.239.0,PREMIANET - Las Vegas NV Datacenter
821876,216.108.255.0,RPS-AS-AP Rapid Shield Company Limited
821880,216.109.51.0,ASC-NET - Alabama Supercomputer Network
821882,216.109.96.0,SNV-CORP-ARIBA - Ariba Inc
821883,216.109.100.0,ARIBA-PGH - Ariba Inc
821884,216.109.101.0,SAP_SE_PRG
821886,216.109.103.0,SAP_ARIBA Ariba collocation
821892,216.109.110.0,"ARIBANETWORK - Ariba, Inc"
821894,216.109.114.0,YAHOO-3 - Yahoo!
821899,216.109.136.0,"DATAPIPE - DataPipe, Inc."
821901,216.109.156.0,"DATAPIPE-SEA - DataPipe, Inc."
821902,216.109.160.0,"NETIN - NetIn.com, Inc. Dallas Texas"
821909,216.109.220.0,ONR-ADDR - Onramp Access LLC
821916,216.110.1.0,"IES - Integrated Electrical Services, Inc (IES)"
821918,216.110.11.0,FCBT-AS - Farm Credit Bank of Texas
821923,216.110.26.0,NCHCORP - NCH Corporation
821925,216.110.28.0,"IPGLOBAL - IP Global, LLC."
821926,216.110.32.0,RMH-14 - Rackspace Hosting
821930,216.110.59.0,"AAMLIVE-INC - Advisors Asset Management, Inc."
821933,216.110.69.0,"EXCORESO - Exco Resources, Inc."
821934,216.110.70.0,"CAMERON-COMMUNICATIONS - Cameron Communications, LLC"
821936,216.110.82.0,BRIDGEHEAD-SNAN - Bridgehead Networks
821938,216.110.84.0,CHR-SOLUTIONS - CHR SOLUTIONS INC
821940,216.110.96.0,COLUMBUS-COMMUNICATION-SVG - Columbus Communication St. Vincent and the Grenadines Ltd.
821944,216.110.103.0,BB-COLUMBUS - Columbus Telecommunications (Barbados) Limited
821959,216.110.127.0,CWC-ROC-11139 - Cable & Wireless Dominica
821981,216.110.212.0,EASTERN-OREGON-TELECOMM-LLC - EASTERN OREGON TELECOM
821985,216.110.216.0,LSNET - LS Networks
821991,216.110.223.0,DFN-ASN-1 - Douglas FastNet
822009,216.110.255.0,WIGHT-AS - Wightman Telecom
822011,216.111.93.0,INVOLTA - Involta
822013,216.111.116.0,"ABG - Advanced Business Group, LLC"
822017,216.111.154.0,ENVESTNETPMC - ENV
822024,216.111.218.0,"LTSTREAM - Lightstream Communications, Inc."
822026,216.111.234.0,"HUB-GROUP - Hub Group, Inc."
822031,216.112.48.0,"RAGINGWIRE - RagingWire Data Centers, Inc."
822033,216.112.117.0,CMCFLEX - Computer Marketing Corporation
822035,216.112.180.0,"INTERGLOBECOMMUNICATIONSINC - InterGlobe Communications, Inc."
822040,216.112.198.0,"CWGS - CWGS ENTERPRISES, LLC"
822046,216.113.7.0,CACTUS - Cactus Commerce Inc.
822108,216.113.99.0,XITTEL-AS - Telecommunications Xittel inc.
822112,216.113.104.0,TARGO - Targo Communications Inc.
822114,216.113.112.0,ECN-RCE - ECN
822115,216.113.116.0,GROUPE-MASKATEL-LP - Groupe Maskatel
822117,216.113.128.0,"TRAVELPORT - Travelport Operations, Inc."
822122,216.113.170.0,"EBAY-ENTERPRISE - eBay, Inc"
822127,216.113.176.0,"EBAY - eBay, Inc"
822128,216.113.188.0,"EBAYMTBB - eBay, Inc"
822143,216.114.72.0,CDM - CDM
822144,216.114.80.0,PBCC - Palm Beach State College
822146,216.114.112.0,HTC-NET - HARRISONVILLE TELEPHONE
822427,216.114.179.0,DUNCAN-TV - DUNCAN TELECOMMUNICATIONS LLC
822515,216.114.192.0,HICKORYTECH - HickoryTech Corporation
822516,216.115.0.0,HUNTER-COMM - Hunter Communications
822528,216.115.31.0,"VONAGE - Vonage Holdings, Inc."
822529,216.115.32.0,AS-NSPOF - NSPOF Communications Inc
822535,216.115.83.0,SNEI-SD - Sony Media Software and Services Inc.
822539,216.115.89.0,"MIDMS-ASH - MPAY, Inc. d/b/a MPAY Software"
822540,216.115.90.0,"SWITCH-LTD - SWITCH, LTD"
822543,216.115.104.0,YAHOO-1 - Yahoo!
822545,216.115.120.0,ALASCONNECTINC - AlasConnect Inc.
822546,216.115.128.0,EATEL - EATEL
822561,216.115.174.0,"AS11676 - Conduent Business Services, LLC"
822565,216.115.178.0,DIGITAS - Digitas
822582,216.115.207.0,WVVANET - WVVA.net Inc.
822596,216.115.224.0,WCI-NET - WEST COAST INTERNET INCORPORATED
822605,216.116.14.0,COAST - Coast Communications Company
822621,216.116.47.0,VYANET-OPERATING-GROUP-INC - VYANET
822623,216.116.56.0,HUTCHCA-AS PCCW Global (HK) Ltd.
822625,216.116.64.0,"POSITIVE-USA - The Positive Internet Company, Inc."
822631,216.116.85.0,"JACKHENRY-3 - Jack Henry & Associates, Inc."
822639,216.116.93.0,"JACKHENRY-4 - Jack Henry & Associates, Inc."
822641,216.116.95.0,"JACKHENRY - Jack Henry & Associates, Inc."
822642,216.116.96.0,TIERZERO-AS11509 - Tierzero
822648,216.116.138.0,SPOKEN - Spoken Communications
822651,216.116.145.0,CHARTER-NET-HKY-NC - Charter Communications
822656,216.116.192.0,"INFOTECHSYS - Information Technology Systems, Inc."
822676,216.117.31.0,CALTECH - CalTech Software Systems Inc.
822677,216.117.32.0,AUNTMILLIES01 - Aunt Millie's Bakeries
822683,216.117.41.0,"ALLCOVERED-EAST1-AS - Konica Minolta Business Solutions U.S.A, Inc."
822733,216.117.125.0,SPC - South Plains College
822734,216.117.128.0,AITNET - Advanced Internet Technologies
822747,216.117.208.0,H5COLO - H5 Colo Associates LLC
822748,216.117.212.0,GTOWN - City of Georgetown
822749,216.117.213.0,FRHS-ORG-ASN - FAITH REGIONAL HEALTH SERVICES
822752,216.117.216.0,KNS - Keyway Network Systems
822755,216.117.219.0,JBG-SMITH-PROPERTIES-LP - The JBG Companies
822757,216.117.223.0,"LTS-CO01 - Links Technology Solutions, Inc."
822760,216.117.244.0,"OMNI - Orbital Media Networks, Inc."
822762,216.117.255.0,"IHEARTMEDIA-AS-17157 - iHeartCommunications, Inc."
822765,216.118.82.0,AS-CELGENE - Celgene Corporation
822781,216.118.158.0,"SEASIDE-COMM - Seaside Communications, Inc."
822784,216.118.171.0,LSA-SQL-AZ - Sonora Quest Laboratories
822798,216.118.222.0,MAGNANET - Magna International Inc.
822799,216.118.223.0,MAGNA-HOLLAND - Magna Donnelly Corporation
822831,216.118.255.0,NETSEC-HK NETSEC NOC
822859,216.119.57.0,"PROGRESSIVETEL - Progressive Rural Telephone Cooperative, Inc"
822863,216.119.61.0,"PINELAND-TELEPHONE - Pineland Telephone Cooperative, Inc."
822864,216.119.62.0,ZAYOB-19158 - Zayo Bandwidth
822885,216.119.191.0,"AS46687 - BCI Mississippi Broadband,LLC"
822886,216.119.192.0,"GREENHOUSE-WY - Green House Data, Inc."
822899,216.119.219.0,MMTELECOM-MM Myanma Post & Telecommunication
822911,216.120.200.0,TRIVALENT-GROUP-NEW - Trivalent Group Inc.
822912,216.120.208.0,SCC-FL-EDU - Seminole State College of Florida
822917,216.120.247.0,"DOTBLOCK-3 - HostRocket.com, Inc."
822918,216.120.248.0,"HOSTROCKET - HostRocket.com, Inc."
822919,216.121.0.0,"SERVEPATH - DataPipe, Inc."
822947,216.123.220.0,RADIANT-VANCOUVER - Radiant Communications Ltd.
822972,216.125.48.0,CLC-98-ILLINOIS - College of Lake County
822978,216.125.124.0,MILLIK-ASN1 - Millikin University
822982,216.125.152.0,WAUBONSEE-COMMUNITY-COLLEGE - Waubonsee Community College
823002,216.126.46.0,"MACST-ATL - MacStadium, Inc."
823003,216.126.47.0,VCI-13703 - Virtual Citadel Inc.
823007,216.126.58.0,MEANSERVERS - Mean Servers
823009,216.126.64.0,TRENDS-NET - @trends.ca
823016,216.126.95.0,FRONTIER - Frontier Networks
823038,216.126.123.0,NORTHWESTEL-INC - Northwestel Inc.
823039,216.126.124.0,NWTEL - Northwestel Inc.
823052,216.126.156.0,"AS-PAETEC-NET - PaeTec Communications, Inc."
823057,216.126.192.0,"DACEN-2 - Centrilogic, Inc."
823062,216.126.207.0,DSLEXTREME - DSL Extreme
823064,216.126.212.0,USINTERNET - US Internet Corp
823066,216.126.215.0,"ROCKCOM-CO - Rockman Communications, Inc."
823068,216.126.217.0,STARWOOD-VO - Starwood Vacation Ownership
823069,216.126.218.0,STARWOODVO-OOC - Starwood Vacation Ownership
823070,216.126.219.0,VSE-COLO - Starwood Vacation Ownership
823079,216.126.235.0,AS20150 - ServerCrate
823082,216.126.240.0,SSIMICRO - SSI Micro Ltd.
823096,216.127.60.0,ACTTG - Accretive Networks
823103,216.127.108.0,"BRICKSTORES - Incomsite, Inc."
823105,216.127.114.0,GTCNA - The Glenmede Trust Company National Association
823106,216.127.115.0,"TWRS-PHL - Towerstream I, Inc."
823107,216.127.116.0,"TWRS-SF - Towerstream I, Inc."
823109,216.127.120.0,"TWRS-FL - Towerstream I, Inc."
823110,216.127.124.0,"TWRS-LA - Towerstream I, Inc."
823112,216.127.144.0,"XECUNET - Xecunet, LLC."
823114,216.127.192.0,BERTRANCORP - Bertram Corporation
823117,216.128.32.0,"CISCOSYSTEMS - Cisco Systems, Inc."
823129,216.128.90.0,"BTR - Blogtalkradio, Inc."
823132,216.128.104.0,"KALAMA - Scatter Creek InfoNet, Inc."
823133,216.128.112.0,"24-7-AS-IDC-002 - 24/7 Customer, Inc."
823153,216.128.204.0,"SURFSOUTH - Surf South, Inc."
823154,216.128.208.0,UNL-AS - University of Nebraska-Lincoln
823156,216.128.240.0,PHX-CGIAM - CGI TECHNOLOGIES AND SOLUTIONS INC.
823162,216.129.127.0,"ZUORA - Zuora, Inc"
823164,216.129.144.0,"PFNL-ASN - Peninsula Fiber Network, LLC"
823168,216.129.156.0,HASERVICES - H.A. Services LLC
823175,216.129.170.0,XANTIC-IP
823177,216.129.173.0,STRATOS - Stratos Global Communications
823179,216.129.175.0,RIGNET-ISP - RigNet Inc
823180,216.129.176.0,ARVIG - Arvig Enterprises Inc.
823221,216.130.47.0,"MARITIME-TELECOMMUNICATIONS-NETWORK - MARITIME TELECOMMUNICATIONS NETWORK, INC."
823222,216.130.48.0,DATAVO-AS - Datavo Inc.
823223,216.130.64.0,MTS-ASN - MTS Inc.
823224,216.130.96.0,CIMCO1 - First Communications LLC
823242,216.130.145.0,XOTECH - XOTECH L.L.C.
823252,216.130.159.0,"NULINK - HC Cable OPCO, LLC"
823254,216.130.176.0,WEBAIR-INTERNET - Webair Internet Development Company Inc.
823260,216.130.205.0,"ARBOR - Arbor Networks, Inc."
823262,216.130.207.0,NETSCOUT - NETSCOUT SYSTEMS INC.
823263,216.130.208.0,EVSL-NETWORKS - EVSL
823264,216.130.224.0,PRIMELINK - PRIMELINK INC
823265,216.130.239.0,"SARATOGA-TECHNOLOGY-ACCELERATOR - Saratoga Technology Accelerator, LLC"
823272,216.130.251.0,SBC-HOUSTON - Second Baptist Church
823274,216.130.253.0,"TPI - Telecommunication Properties, Inc"
823275,216.130.254.0,"ALPHEUS - Alpheus Data Services, L.L.C."
823279,216.131.12.0,BSERV - BankServ
823280,216.131.16.0,CO-MO-COMM - Co-Mo Comm Inc
823281,216.131.24.0,"XFONE-ASN1 - XFone USA, Inc."
823284,216.131.34.0,LIQUIDNET-02 - LIQUIDNET HOLDINGS INC.
823286,216.131.36.0,LQNET-HK-AS-AP Liquidnet Asia Limited
823287,216.131.37.0,LQNET-TK-AS-AP LIQUIDNET ASIA LIMITED
823288,216.131.38.0,US2-FINET - LIQUIDNET HOLDINGS INC.
823290,216.131.40.0,LIQUIDNET-01 - LIQUIDNET HOLDINGS INC.
823307,216.131.63.0,GRANDRAPIDS - Fifth Third Bank
823310,216.131.128.0,PSFT-INC - Oracle Corporation
823313,216.132.120.0,DURALEE-FABRICS - DURALEE FABRICS LTD
823328,216.133.15.0,MEGAPATH-US - MegaPath Networks Inc.
823356,216.133.152.0,SECUREWORKS - SecureWorks Corp
823361,216.133.224.0,AS10912
823364,216.134.80.0,SUDDENLINK-COMMUNICATIONS - Suddenlink Communications
823365,216.134.96.0,NETCOMM - Network Communications
823368,216.134.160.0,MOLALLACOM - Molalla Communications Systems Inc.
823376,216.134.191.0,MMC-AS-NOV2011 - Maimonides Medical Center
823385,216.134.220.0,PEAK10 - Peak 10
823401,216.134.248.0,YELCOT - YELCOT TELEPHONE COMPANY
823406,216.135.51.0,OMU-1 - Owensboro Municipal Utilities
823410,216.135.74.0,"FASTLINE-PUBLICATIONS - Fastline Publications, LLC"
823411,216.135.75.0,BLUEGRASSNET - Intermart Inc.
823412,216.135.96.0,"ONERINGNET-ATL-1 - One Ring Networks, Inc."
823418,216.135.124.0,"CCR-AS-01 - Circle Computer Resources, Inc."
823453,216.136.9.0,"WEHOSTWEBSITES-COM - Handy Networks, LLC"
823455,216.136.11.0,PEREGRINECAPITAL - Peregrine Capital Management
823459,216.136.17.0,DPS-HOLDINGS-INC - DPS Holdings Inc.
823461,216.136.67.0,ST-PETERS-HEALTH-PARTNERS - CHE Trinity Inc.
823463,216.136.70.0,RALEIGH-ENV - ENV
823465,216.136.81.0,FLAIR-DATA-SYSTEMS - Flair Data Systems
823469,216.136.112.0,SVGKC1 - Spring Venture Group LLC
823476,216.136.156.0,RIMBLACKBERRY - BlackBerry Limited
823478,216.136.198.0,"VMWARE - VMware, Inc."
823481,216.137.8.0,BATELNET - Bahamas Telecommunications Corporation
823483,216.137.21.0,"ENCOUNTER-WIRELESS-LLC - Encounter Wireless, LLC"
823484,216.137.22.0,BRIGHTOK-AS - BrightNet Oklahoma
823520,216.137.124.0,ORICOM-QUEBEC1 - Oricom Internet
823521,216.137.128.0,ONECLEVELAND - OneCleveland
823522,216.137.144.0,GLOBALCOMPASS - Cyber Wurx LLC
823524,216.137.165.0,HOSTING - Vertisoft
823525,216.137.166.0,AS-COPR - Cooperative de cablodistribution de l'arriere-pays
823526,216.137.168.0,VIDEOTRON - Videotron Telecom Ltee
823527,216.137.176.0,HOSTWINDS - Hostwinds LLC.
823535,216.138.32.0,"ASN-ANW - Adams NetWorks, Inc."
823548,216.138.79.0,IPNETZONE-MPLS-ASN - IPNetZone
823568,216.138.118.0,"CRITICALTECH - Critical Technologies, Inc."
823574,216.138.124.0,IPNETZONE-ASN - IPNetZone
823577,216.138.127.0,"AIRBAND-DALLAS - Airband Communications, Inc"
823618,216.139.27.0,SPECIALIZED-US - Specialized Bicycle Components
823619,216.139.28.0,SVINET-1 - SOUTH VALLEY INTERNET
823623,216.139.80.0,THE-ALDRIDGE-NETWORK - The Aldridge Company
823635,216.139.126.0,GRM-NETWORK - Grand River Mutual Telephone Corporation
823636,216.139.128.0,NYCT - New York Connect
823645,216.139.192.0,WOW-DATACENTER-NET - WideOpenWest Finance LLC
823649,216.140.155.0,UFCU - University Federal Credit Union
823651,216.141.81.0,VENABLE - Venable LLP
823655,216.141.246.0,KARCHER - The Karcher Group Inc.
823671,216.142.158.0,"USNX - U.S.NEXT, Inc."
823674,216.143.12.0,CBTS-AS-FGA - Cincinnati Bell Technology Solutions
823690,216.143.70.0,"MCAFEE - McAfee, Inc."
823692,216.143.116.0,BNCBASHQBRNJ - BARNES & NOBLE COLLEGE BOOKSELLERS
823694,216.143.135.0,"MST-AS - MST Acquisition Group, LLC."
823696,216.143.178.0,NCCWO-ASN1-VZBLVL3CMCST - National Cable Communications LLC
823698,216.143.196.0,"LION-BILLERICA - Lionbridge Technologies, Inc."
823702,216.143.232.0,"GHI301PENOBSCOT - Genomic Health, Inc."
823710,216.144.20.0,ASN-SONY - Sony Corporation of America
823713,216.144.80.0,LOGIC-36549 - WestTel Ltd.
823729,216.144.111.0,WBS-AS - WHEATLAND ELECTRIC COOP
823745,216.144.127.0,COOPTEL-AS-01 - Cooptel Coop de Telecommunication
823746,216.144.128.0,LEASENET - LeaseNet
823747,216.144.160.0,PTD-AS - PenTeleData Inc.
823748,216.144.192.0,"TELNET - Telnet Worldwide, Inc."
823753,216.145.0.0,"WHIDBEY1 - Green House Data, Inc."
823756,216.145.44.0,"ROTHINC - Rothschild, Inc"
823757,216.145.48.0,YAHOO-US - Yahoo
823759,216.145.70.0,TENNESSEE-NET - BellSouth.net Inc.
823760,216.145.71.0,ETSU-NET - East Tennessee State University
823775,216.145.95.0,MNET - MOUNTAINET
823782,216.145.111.0,NETACCESS-SYSTEMS - NetAccess Systems Inc
823785,216.145.117.0,VINS-AS-1 - ViaWest
823799,216.145.144.0,UNITED-FIBER - United Electric Cooperative
823802,216.145.147.0,NPG-AS - News-Press & Gazette Company
823814,216.145.160.0,UNIVERSITY-OF-HOUSTON---DOWNTOWN - University of Houston - Downtown
823831,216.145.223.0,"ADKNO-KC - Adknowledge, Inc."
823853,216.146.45.0,"DYN - Dynamic Network Services, Inc."
823855,216.146.47.0,"DYNDNS - Dynamic Network Services, Inc."
823858,216.146.51.0,GCRONLINE - GCR Company/GCR Online
823859,216.146.52.0,"LUMOS - LUMOS Networks, Inc."
823862,216.146.97.0,"IBEL - Interbel Telephone Cooperative, Inc."
823884,216.146.128.0,MGENERATIONS - Millennium Generations
823916,216.146.190.0,ECKERD-COLLEGE - Eckerd College
823918,216.146.192.0,PAIR-NETWORKS - pair Networks
823921,216.146.226.0,SHELBYBB - Shelby Broadband
823922,216.146.240.0,GHMO-52 - Green Hills Telephone Corporation
823958,216.147.159.0,GLOBECOMM-11300 - Globecomm Services Maryland LLC
823960,216.147.174.0,HPN-WF-ND-NET - High Point Networks
823962,216.147.177.0,YGOMI-AS - Ygomi LLC
823963,216.147.178.0,DCN-AS - Dakota Carrier Network
823968,216.147.213.0,WEBFEAT - ProQuest LLC
823973,216.147.222.0,EXLIBRIS - Ex Libris (USA) Inc
823976,216.147.232.0,"WTCC - WTC Communications, Inc."
823983,216.147.254.0,"SLHS-AS - ST. LUKE'S HEALTH SYSTEM, LTD."
823984,216.147.255.0,"PROJ-MUT-TEL - Project Mutual Telephone Cooperative Association, Inc."
823991,216.148.52.0,"CMS-AS - Cisco Managed Solutions, Inc"
823999,216.148.105.0,"STERLING - Sterling Communications, Inc."
824002,216.148.224.0,AS4265
824004,216.149.178.0,TELCENTRIS - VoxOx
824006,216.149.189.0,"GAROFALO-ET-AL - Garofalo, Schreiber, Hart & Storm Chartered"
824008,216.149.195.0,"YJT-SOLUTIONS - YJT SOLUTIONS, LLC"
824010,216.149.203.0,MBFCL - MBF Clearing Corp.
824028,216.150.47.0,AUTOPHONE-OF-LAREDO - Autophone of Laredo
824031,216.150.58.0,MERKLE-INC - Merkle Inc.
824041,216.150.84.0,"CTS-MNS - Core Technology Services, Inc."
824042,216.150.96.0,"MBO-NET - MBO Video, LLC"
824047,216.150.157.0,XAND - Xand Corporation
824049,216.150.168.0,ARROW-ELECTRONICS - Arrow Electronics
824061,216.150.191.0,"SUTH - Sutherland Global Services, Inc."
824075,216.150.236.0,MANIFOLD - Manifold Services Inc
824078,216.151.0.0,OPUS-INTERACTIVE - Opus Interactive
824079,216.151.32.0,ONLYLINK - Onlylink.com/First Internet Worldwide
824082,216.151.35.0,BRANDAS1 - BrandProtect Inc.
824084,216.151.37.0,"SECTOR7LLC - Sector 7, LLC"
824085,216.151.38.0,"UCSD - University of California, San Diego"
824086,216.151.39.0,CHSDC - Center for Hellenic Studies
824088,216.151.41.0,ESNET-AS - ESnet
824091,216.151.47.0,RRMS-CORONA - RAPID RESPONSE MONITORING SERVICES INCORPORATED
824097,216.151.56.0,LL-BEAN - LL Bean
824099,216.151.85.0,"EFI-PGH-AS - Electronics for Imaging, Inc."
824101,216.151.128.0,13445 - Cisco Webex LLC
824106,216.151.166.0,"SINGLEHOP-LLC - SingleHop, Inc."
824113,216.151.181.0,BANDCON - Bandcon
824116,216.151.184.0,"RBLHST-TOR - Strong Technology, LLC."
824119,216.151.188.0,HWNG
824138,216.152.32.0,BLASTCOMM - Blast Communications Inc.
824140,216.152.80.0,UMS2-ASN - University of Maryland
824154,216.152.109.0,ALLEGISGROUP7312 - Allegis Group
824160,216.152.144.0,"DQECOM - DQE Communications Network Services, LLC"
824163,216.152.173.0,Conet N.V.
824164,216.152.174.0,United Telecommunication Services (UTS)
824168,216.152.188.0,"MTAONLINE-AS - Matanuska Telephone Association, Inc."
824170,216.152.200.0,MNX-ASN1 - Monexa Services Inc.
824177,216.152.222.0,TELEPERFORMANCE-USA - TELEPERFORMANCE USA
824178,216.152.224.0,"NOBIS-TECH - Nobis Technology Group, LLC"
824180,216.153.0.0,WEBNET - WorldSpice Technologies
824185,216.153.75.0,SFCU-ASN - Southeast Financial Credit Union
824191,216.153.112.0,"ISDN-NET - The Nexus Group, Inc."
824271,216.154.128.0,"TEKSAVVY - TekSavvy Solutions, Inc."
824276,216.154.222.0,"PACKET - Packet Host, Inc."
824277,216.154.224.0,SBCIDC-LSAN03 - AT&T Internet Services
824332,216.155.62.0,NUNETPA - NuNet Inc.
824356,216.155.95.0,Telefonica del Sur S.A.
824363,216.155.110.0,"SUMT-CMH - SumTotal Systems, Inc."
824372,216.155.126.0,"ACCELERATION - ACCELERATED DATA WORKS, INC."
824376,216.155.191.0,"ORTHONE - NORTHEAST ORTHOPAEDIC CLINIC, LLP"
824379,216.155.216.0,"CASCADE-ACCESS-LLC-CA-ESTOR1 - Cascade Access, LLC"
824391,216.155.247.0,CCSINET-1 - Contemporary Computer Services Inc.
824395,216.156.150.0,"DDS-BUR - Deluxe Digital Studios, Inc."
824397,216.156.162.0,"SMART-CITY-LBCC - Smart City Networks, L.P."
824399,216.156.196.0,HT-HB18752 - HuntTel
824401,216.156.198.0,RETARUS-AS
824404,216.156.203.0,IP-COM - IP-Com LLC
824406,216.156.206.0,DIA-AS - Denver Investments
824422,216.157.112.0,AS-PLDPC - Pennsylvania Legislative Data Processing Center
824423,216.157.128.0,"FDS-01 - Frontline Data Services, Inc"
824433,216.157.186.0,GLOWPOINT-AS - Glowpoint Inc.
824462,216.157.220.0,GSFCS - GreenStone Farm Credit Services
824465,216.157.223.0,C-R-T - Arialink
824485,216.157.249.0,"IFOXNETLE - INFOCROSSING, INC."
824487,216.157.252.0,"IFOXNETODPD - INFOCROSSING, INC."
824488,216.158.0.0,BEEBE-MEDICAL-CENTER - Beebe Medical Center Inc.
824492,216.158.60.0,LONGWOOD-1 - Longwood Gardens Inc.
824493,216.158.61.0,DCANET - DCANet
824496,216.158.68.0,"WEBNX - WebNX, Inc."
824497,216.158.96.0,JUNET
824498,216.158.112.0,EGYPTIAN-TELEPHONE - Egyptian Telephone
824499,216.158.128.0,VAZIONET - Tekco
824503,216.158.168.0,"SOVER-ASN - SoVerNet, Inc."
824505,216.158.171.0,"VCS-ASN - The Vermont Country Store, Inc."
824508,216.158.174.0,AS-CVMC-CENTRAL-VERMONT-MEDICAL-CENTER - Central Vermont Medical Center
824520,216.158.186.0,CDS-ATL - Consolidated Data Services
824524,216.158.190.0,CDS-PHX-ATL - M/A/R/C INC
824539,216.158.210.0,SS-ASH - SECURED SERVERS LLC
824547,216.158.219.0,"QUICKPACKET - QuickPacket, LLC"
824549,216.158.222.0,ENZUINC-US - Enzu Inc
824572,216.159.176.0,EICCD - Eastern Iowa Community College District
824574,216.159.181.0,KIRKWOOD-COMMUNTIY-COLLEGE - Kirkwood Community College
824576,216.159.192.0,ICN-AS - Iowa Communications Network
824580,216.159.254.0,BCU-ASN01 - Baxter Credit Union
824581,216.159.255.0,FIRSTCOMM-AS2 - First Communications LLC
824583,216.160.25.0,UNISYSASN15009 - Unisys Corporation
